date,product_id,product_name,supplier,category,lead_time_days,opening_stock,units_sold,units_received,wastage,closing_stock,unit_price,revenue
2024-01-19,P012,Thermostat,Dudley Group,slow,6,40,4,0,0,36,22,88
2024-01-19,P013,PCV Valve,Arnold Ltd,slow,7,0,0,5,0,5,9,0
2024-01-19,P014,Oxygen Sensor,"Mcclure, Ward and Lee",slow,8,0,0,0,0,0,65,0
2024-01-19,P015,EGR Valve,Williams and Sons,slow,8,10,4,6,0,12,95,380
2024-01-20,P001,Brake Pad Set,"Rodriguez, Figueroa and Sanchez",fast,5,93,11,0,0,82,45,495
2024-01-20,P002,Oil Filter,Doyle Ltd,fast,4,151,11,0,0,140,12.5,137.5
2024-01-20,P003,Air Filter,"Mcclain, Miller and Henderson",fast,4,375,16,56,0,415,18,288
2024-01-20,P004,Spark Plug Set,Davis and Sons,fast,5,285,19,0,0,266,22,418
2024-01-20,P005,Wiper Blade Pair,"Guzman, Hoffman and Baldwin",fast,3,255,17,0,0,238,15,255
2024-01-20,P006,Cabin Air Filter,"Gardner, Robinson and Lawrence",medium,6,0,0,0,0,0,20,0
2024-01-20,P007,Fuel Filter,Blake and Sons,medium,5,0,0,10,0,10,14,0
2024-01-20,P008,Timing Belt Kit,"Henderson, Ramirez and Lewis",medium,7,0,0,0,0,0,85,0
2024-01-20,P009,Alternator Belt,Garcia-James,medium,6,0,0,0,0,0,18,0
2024-01-20,P010,Headlight Bulb,Abbott-Munoz,medium,5,156,9,35,0,182,12,108
2024-01-20,P011,Radiator Cap,Blair PLC,slow,7,50,2,0,0,48,8,16
2024-01-20,P012,Thermostat,Dudley Group,slow,6,36,4,0,0,32,22,88
2024-01-20,P013,PCV Valve,Arnold Ltd,slow,7,5,3,0,0,2,9,27
2024-01-20,P014,Oxygen Sensor,"Mcclure, Ward and Lee",slow,8,0,0,0,0,0,65,0
2024-01-20,P015,EGR Valve,Williams and Sons,slow,8,12,1,0,0,11,95,95
2024-01-21,P001,Brake Pad Set,"Rodriguez, Figueroa and Sanchez",fast,5,82,14,0,0,68,45,630
2024-01-21,P002,Oil Filter,Doyle Ltd,fast,4,140,19,56,0,177,12.5,237.5
2024-01-21,P003,Air Filter,"Mcclain, Miller and Henderson",fast,4,415,8,0,0,407,18,144
2024-01-21,P004,Spark Plug Set,Davis and Sons,fast,5,266,13,0,0,253,22,286
2024-01-21,P005,Wiper Blade Pair,"Guzman, Hoffman and Baldwin",fast,3,238,19,0,0,219,15,285
2024-01-21,P006,Cabin Air Filter,"Gardner, Robinson and Lawrence",medium,6,0,0,0,0,0,20,0
2024-01-21,P007,Fuel Filter,Blake and Sons,medium,5,10,7,0,0,3,14,98
2024-01-21,P008,Timing Belt Kit,"Henderson, Ramirez and Lewis",medium,7,0,0,0,0,0,85,0
2024-01-21,P009,Alternator Belt,Garcia-James,medium,6,0,0,0,0,0,18,0
2024-01-21,P010,Headlight Bulb,Abbott-Munoz,medium,5,182,5,35,0,212,12,60
2024-01-21,P011,Radiator Cap,Blair PLC,slow,7,48,3,0,0,45,8,24
2024-01-21,P012,Thermostat,Dudley Group,slow,6,32,1,15,0,46,22,22
2024-01-21,P013,PCV Valve,Arnold Ltd,slow,7,2,1,0,0,1,9,9
2024-01-21,P014,Oxygen Sensor,"Mcclure, Ward and Lee",slow,8,0,0,0,0,0,65,0
2024-01-21,P015,EGR Valve,Williams and Sons,slow,8,11,2,0,0,9,95,190
2024-01-22,P001,Brake Pad Set,"Rodriguez, Figueroa and Sanchez",fast,5,68,17,0,0,51,45,765
2024-01-22,P002,Oil Filter,Doyle Ltd,fast,4,177,18,0,0,159,12.5,225
2024-01-22,P003,Air Filter,"Mcclain, Miller and Henderson",fast,4,407,16,56,1,446,18,288
2024-01-22,P004,Spark Plug Set,Davis and Sons,fast,5,253,10,70,0,313,22,220
2024-01-22,P005,Wiper Blade Pair,"Guzman, Hoffman and Baldwin",fast,3,219,18,0,0,201,15,270
2024-01-22,P006,Cabin Air Filter,"Gardner, Robinson and Lawrence",medium,6,0,0,0,0,0,20,0
2024-01-22,P007,Fuel Filter,Blake and Sons,medium,5,3,3,10,0,10,14,42
2024-01-22,P008,Timing Belt Kit,"Henderson, Ramirez and Lewis",medium,7,0,0,0,0,0,85,0
2024-01-22,P009,Alternator Belt,Garcia-James,medium,6,0,0,0,0,0,18,0
2024-01-22,P010,Headlight Bulb,Abbott-Munoz,medium,5,212,5,35,0,242,12,60
2024-01-22,P011,Radiator Cap,Blair PLC,slow,7,45,1,17,0,61,8,8
2024-01-22,P012,Thermostat,Dudley Group,slow,6,46,3,0,0,43,22,66
2024-01-22,P013,PCV Valve,Arnold Ltd,slow,7,1,1,0,0,0,9,9
2024-01-22,P014,Oxygen Sensor,"Mcclure, Ward and Lee",slow,8,0,0,6,0,6,65,0
2024-01-22,P015,EGR Valve,Williams and Sons,slow,8,9,3,0,0,6,95,285
2024-01-23,P001,Brake Pad Set,"Rodriguez, Figueroa and Sanchez",fast,5,51,18,210,0,243,45,810
2024-01-23,P002,Oil Filter,Doyle Ltd,fast,4,159,16,168,0,311,12.5,200
2024-01-23,P003,Air Filter,"Mcclain, Miller and Henderson",fast,4,446,9,168,1,604,18,162
2024-01-23,P004,Spark Plug Set,Davis and Sons,fast,5,313,20,0,0,293,22,440
2024-01-23,P005,Wiper Blade Pair,"Guzman, Hoffman and Baldwin",fast,3,201,12,0,0,189,15,180
2024-01-23,P006,Cabin Air Filter,"Gardner, Robinson and Lawrence",medium,6,0,0,0,0,0,20,0
2024-01-23,P007,Fuel Filter,Blake and Sons,medium,5,10,9,0,0,1,14,126
2024-01-23,P008,Timing Belt Kit,"Henderson, Ramirez and Lewis",medium,7,0,0,0,0,0,85,0
2024-01-23,P009,Alternator Belt,Garcia-James,medium,6,0,0,0,0,0,18,0
2024-01-23,P010,Headlight Bulb,Abbott-Munoz,medium,5,242,8,105,0,339,12,96
2024-01-23,P011,Radiator Cap,Blair PLC,slow,7,61,2,0,0,59,8,16
2024-01-23,P012,Thermostat,Dudley Group,slow,6,43,4,0,0,39,22,88
2024-01-23,P013,PCV Valve,Arnold Ltd,slow,7,0,0,0,0,0,9,0
2024-01-23,P014,Oxygen Sensor,"Mcclure, Ward and Lee",slow,8,6,3,0,0,3,65,195
2024-01-23,P015,EGR Valve,Williams and Sons,slow,8,6,3,0,0,3,95,285
2024-01-24,P001,Brake Pad Set,"Rodriguez, Figueroa and Sanchez",fast,5,243,18,0,0,225,45,810
2024-01-24,P002,Oil Filter,Doyle Ltd,fast,4,311,11,56,0,356,12.5,137.5
2024-01-24,P003,Air Filter,"Mcclain, Miller and Henderson",fast,4,604,9,0,0,595,18,162
2024-01-24,P004,Spark Plug Set,Davis and Sons,fast,5,293,13,210,0,490,22,286
2024-01-24,P005,Wiper Blade Pair,"Guzman, Hoffman and Baldwin",fast,3,189,18,126,1,296,15,270
2024-01-24,P006,Cabin Air Filter,"Gardner, Robinson and Lawrence",medium,6,0,0,0,0,0,20,0
2024-01-24,P007,Fuel Filter,Blake and Sons,medium,5,1,1,0,0,0,14,14
2024-01-24,P008,Timing Belt Kit,"Henderson, Ramirez and Lewis",medium,7,0,0,0,0,0,85,0
2024-01-24,P009,Alternator Belt,Garcia-James,medium,6,0,0,0,0,0,18,0
2024-01-24,P010,Headlight Bulb,Abbott-Munoz,medium,5,339,4,35,0,370,12,48
2024-01-24,P011,Radiator Cap,Blair PLC,slow,7,59,1,52,0,110,8,8
2024-01-24,P012,Thermostat,Dudley Group,slow,6,39,1,0,0,38,22,22
2024-01-24,P013,PCV Valve,Arnold Ltd,slow,7,0,0,0,0,0,9,0
2024-01-24,P014,Oxygen Sensor,"Mcclure, Ward and Lee",slow,8,3,3,0,0,0,65,195
2024-01-24,P015,EGR Valve,Williams and Sons,slow,8,3,3,6,0,6,95,285
2024-01-25,P001,Brake Pad Set,"Rodriguez, Figueroa and Sanchez",fast,5,225,11,0,0,214,45,495
2024-01-25,P002,Oil Filter,Doyle Ltd,fast,4,356,17,0,0,339,12.5,212.5
2024-01-25,P003,Air Filter,"Mcclain, Miller and Henderson",fast,4,595,11,0,1,583,18,198
2024-01-25,P004,Spark Plug Set,Davis and Sons,fast,5,490,11,0,0,479,22,242
2024-01-25,P005,Wiper Blade Pair,"Guzman, Hoffman and Baldwin",fast,3,296,18,0,0,278,15,270
2024-01-25,P006,Cabin Air Filter,"Gardner, Robinson and Lawrence",medium,6,0,0,0,0,0,20,0
2024-01-25,P007,Fuel Filter,Blake and Sons,medium,5,0,0,0,0,0,14,0
2024-01-25,P008,Timing Belt Kit,"Henderson, Ramirez and Lewis",medium,7,0,0,0,0,0,85,0
2024-01-25,P009,Alternator Belt,Garcia-James,medium,6,0,0,0,0,0,18,0
2024-01-25,P010,Headlight Bulb,Abbott-Munoz,medium,5,370,9,0,0,361,12,108
2024-01-25,P011,Radiator Cap,Blair PLC,slow,7,110,1,17,0,126,8,8
2024-01-25,P012,Thermostat,Dudley Group,slow,6,38,1,15,0,52,22,22
2024-01-25,P013,PCV Valve,Arnold Ltd,slow,7,0,0,0,0,0,9,0
2024-01-25,P014,Oxygen Sensor,"Mcclure, Ward and Lee",slow,8,0,0,6,0,6,65,0
2024-01-25,P015,EGR Valve,Williams and Sons,slow,8,6,1,0,0,5,95,95
2024-01-26,P001,Brake Pad Set,"Rodriguez, Figueroa and Sanchez",fast,5,214,19,0,1,194,45,855
2024-01-26,P002,Oil Filter,Doyle Ltd,fast,4,339,8,56,0,387,12.5,100
2024-01-26,P003,Air Filter,"Mcclain, Miller and Henderson",fast,4,583,17,56,0,622,18,306
2024-01-26,P004,Spark Plug Set,Davis and Sons,fast,5,479,16,0,0,463,22,352
2024-01-26,P005,Wiper Blade Pair,"Guzman, Hoffman and Baldwin",fast,3,278,17,0,0,261,15,255
2024-01-26,P006,Cabin Air Filter,"Gardner, Robinson and Lawrence",medium,6,0,0,0,0,0,20,0
2024-01-26,P007,Fuel Filter,Blake and Sons,medium,5,0,0,0,0,0,14,0
2024-01-26,P008,Timing Belt Kit,"Henderson, Ramirez and Lewis",medium,7,0,0,0,0,0,85,0
2024-01-26,P009,Alternator Belt,Garcia-James,medium,6,0,0,0,0,0,18,0
2024-01-26,P010,Headlight Bulb,Abbott-Munoz,medium,5,361,5,0,0,356,12,60
2024-01-26,P011,Radiator Cap,Blair PLC,slow,7,126,1,0,0,125,8,8
2024-01-26,P012,Thermostat,Dudley Group,slow,6,52,3,45,0,94,22,66
2024-01-26,P013,PCV Valve,Arnold Ltd,slow,7,0,0,0,0,0,9,0
2024-01-26,P014,Oxygen Sensor,"Mcclure, Ward and Lee",slow,8,6,3,0,0,3,65,195
2024-01-26,P015,EGR Valve,Williams and Sons,slow,8,5,2,0,0,3,95,190
2024-01-27,P001,Brake Pad Set,"Rodriguez, Figueroa and Sanchez",fast,5,194,14,0,1,179,45,630
2024-01-27,P002,Oil Filter,Doyle Ltd,fast,4,387,11,56,0,432,12.5,137.5
2024-01-27,P003,Air Filter,"Mcclain, Miller and Henderson",fast,4,622,17,56,0,661,18,306
2024-01-27,P004,Spark Plug Set,Davis and Sons,fast,5,463,17,0,1,445,22,374
2024-01-27,P005,Wiper Blade Pair,"Guzman, Hoffman and Baldwin",fast,3,261,8,0,0,253,15,120
2024-01-27,P006,Cabin Air Filter,"Gardner, Robinson and Lawrence",medium,6,0,0,0,0,0,20,0
2024-01-27,P007,Fuel Filter,Blake and Sons,medium,5,0,0,0,0,0,14,0
2024-01-27,P008,Timing Belt Kit,"Henderson, Ramirez and Lewis",medium,7,0,0,0,0,0,85,0
2024-01-27,P009,Alternator Belt,Garcia-James,medium,6,0,0,0,0,0,18,0
2024-01-27,P010,Headlight Bulb,Abbott-Munoz,medium,5,356,9,0,0,347,12,108
2024-01-27,P011,Radiator Cap,Blair PLC,slow,7,125,2,0,0,123,8,16
2024-01-27,P012,Thermostat,Dudley Group,slow,6,94,4,15,0,105,22,88
2024-01-27,P013,PCV Valve,Arnold Ltd,slow,7,0,0,0,0,0,9,0
2024-01-27,P014,Oxygen Sensor,"Mcclure, Ward and Lee",slow,8,3,3,6,0,6,65,195
2024-01-27,P015,EGR Valve,Williams and Sons,slow,8,3,2,0,0,1,95,190
2024-01-28,P001,Brake Pad Set,"Rodriguez, Figueroa and Sanchez",fast,5,179,10,0,0,169,45,450
2024-01-28,P002,Oil Filter,Doyle Ltd,fast,4,432,13,56,0,475,12.5,162.5
2024-01-28,P003,Air Filter,"Mcclain, Miller and Henderson",fast,4,661,17,0,1,643,18,306
2024-01-28,P004,Spark Plug Set,Davis and Sons,fast,5,445,11,0,1,433,22,242
2024-01-28,P005,Wiper Blade Pair,"Guzman, Hoffman and Baldwin",fast,3,253,20,0,0,233,15,300
2024-01-28,P006,Cabin Air Filter,"Gardner, Robinson and Lawrence",medium,6,0,0,0,0,0,20,0
2024-01-28,P007,Fuel Filter,Blake and Sons,medium,5,0,0,0,0,0,14,0
2024-01-28,P008,Timing Belt Kit,"Henderson, Ramirez and Lewis",medium,7,0,0,0,0,0,85,0
2024-01-28,P009,Alternator Belt,Garcia-James,medium,6,0,0,0,0,0,18,0
2024-01-28,P010,Headlight Bulb,Abbott-Munoz,medium,5,347,5,0,0,342,12,60
2024-01-28,P011,Radiator Cap,Blair PLC,slow,7,123,3,0,0,120,8,24
2024-01-28,P012,Thermostat,Dudley Group,slow,6,105,2,15,0,118,22,44
2024-01-28,P013,PCV Valve,Arnold Ltd,slow,7,0,0,0,0,0,9,0
2024-01-28,P014,Oxygen Sensor,"Mcclure, Ward and Lee",slow,8,6,3,0,0,3,65,195
2024-01-28,P015,EGR Valve,Williams and Sons,slow,8,1,1,0,0,0,95,95
2024-01-29,P001,Brake Pad Set,"Rodriguez, Figueroa and Sanchez",fast,5,169,8,0,0,161,45,360
2024-01-29,P002,Oil Filter,Doyle Ltd,fast,4,475,18,0,0,457,12.5,225
2024-01-29,P003,Air Filter,"Mcclain, Miller and Henderson",fast,4,643,11,0,0,632,18,198
2024-01-29,P004,Spark Plug Set,Davis and Sons,fast,5,433,20,70,0,483,22,440
2024-01-29,P005,Wiper Blade Pair,"Guzman, Hoffman and Baldwin",fast,3,233,15,0,0,218,15,225
2024-01-29,P006,Cabin Air Filter,"Gardner, Robinson and Lawrence",medium,6,0,0,12,0,12,20,0
2024-01-29,P007,Fuel Filter,Blake and Sons,medium,5,0,0,0,0,0,14,0
2024-01-29,P008,Timing Belt Kit,"Henderson, Ramirez and Lewis",medium,7,0,0,0,0,0,85,0
2024-01-29,P009,Alternator Belt,Garcia-James,medium,6,0,0,0,0,0,18,0
2024-01-29,P010,Headlight Bulb,Abbott-Munoz,medium,5,342,9,35,0,368,12,108
2024-01-29,P011,Radiator Cap,Blair PLC,slow,7,120,4,17,0,133,8,32
2024-01-29,P012,Thermostat,Dudley Group,slow,6,118,4,0,0,114,22,88
2024-01-29,P013,PCV Valve,Arnold Ltd,slow,7,0,0,0,0,0,9,0
2024-01-29,P014,Oxygen Sensor,"Mcclure, Ward and Lee",slow,8,3,1,0,0,2,65,65
2024-01-29,P015,EGR Valve,Williams and Sons,slow,8,0,0,0,0,0,95,0
2024-01-30,P001,Brake Pad Set,"Rodriguez, Figueroa and Sanchez",fast,5,161,10,0,0,151,45,450
2024-01-30,P002,Oil Filter,Doyle Ltd,fast,4,457,19,0,0,438,12.5,237.5
2024-01-30,P003,Air Filter,"Mcclain, Miller and Henderson",fast,4,632,12,0,0,620,18,216
2024-01-30,P004,Spark Plug Set,Davis and Sons,fast,5,483,10,0,0,473,22,220
2024-01-30,P005,Wiper Blade Pair,"Guzman, Hoffman and Baldwin",fast,3,218,16,0,1,201,15,240
2024-01-30,P006,Cabin Air Filter,"Gardner, Robinson and Lawrence",medium,6,12,6,0,0,6,20,120
2024-01-30,P007,Fuel Filter,Blake and Sons,medium,5,0,0,10,0,10,14,0
2024-01-30,P008,Timing Belt Kit,"Henderson, Ramirez and Lewis",medium,7,0,0,0,0,0,85,0
2024-01-30,P009,Alternator Belt,Garcia-James,medium,6,0,0,0,0,0,18,0
2024-01-30,P010,Headlight Bulb,Abbott-Munoz,medium,5,368,5,35,0,398,12,60
2024-01-30,P011,Radiator Cap,Blair PLC,slow,7,133,4,17,0,146,8,32
2024-01-30,P012,Thermostat,Dudley Group,slow,6,114,2,15,0,127,22,44
2024-01-30,P013,PCV Valve,Arnold Ltd,slow,7,0,0,0,0,0,9,0
2024-01-30,P014,Oxygen Sensor,"Mcclure, Ward and Lee",slow,8,2,2,6,0,6,65,130
2024-01-30,P015,EGR Valve,Williams and Sons,slow,8,0,0,0,0,0,95,0
